word nFixations FFD GD GPT TRT
dreams 0.16666666666666669 0.1038374717832957 0.08753568030447194 0.13053613053613053 0.1458196900240122
boys 0.1285714285714286 0.07562076749435666 0.10447193149381541 0.05321042593769867 0.11447282252783236
baseball 0.07142857142857142 0.07562076749435666 0.08111322549952427 0.027097902097902096 0.05582842174197773
fields 0.03571428571428571 0.04740406320541761 0.039961941008563276 0.013350286077558804 0.0275049115913556
grown 0.07142857142857142 0.10158013544018059 0.08563273073263558 0.028607755880483154 0.05893909626719057
sit 0.0 0.0 0.0 0.0 0.0
stands 0.03571428571428571 0.07957110609480812 0.06707897240723121 0.029481881754609026 0.04616895874263261
steers 0.03571428571428571 0.07787810383747178 0.06565176022835395 0.021932612841703752 0.04518664047151277
unexpectedly 0.17857142857142858 0.10665914221218961 0.12654614652711704 0.04227590591226955 0.14833005893909626
adamant 0.10714285714285714 0.12979683972911965 0.10941960038058991 0.05356007628734902 0.11656843483955469
streak 0.07142857142857142 0.19582392776523702 0.16508087535680305 0.08343928798474252 0.11362148002619515
warm-blooded 0.17857142857142858 0.11512415349887133 0.20742150333016174 0.06929434202161475 0.15946299934512115
empathy 0.03571428571428571 0.055869074492099324 0.04709800190294957 0.015734265734265736 0.03241650294695481
disparate 0.07142857142857142 0.04740406320541761 0.07897240723120837 0.026382708200890018 0.05435494433529797
manhattan 0.10714285714285714 0.10327313769751693 0.11893434823977164 0.11633820724729815 0.08185985592665357
denizens 0.07142857142857142 0.07336343115124154 0.08991436726926737 0.03003814367450731 0.0618860510805501
especially 0.08035714285714286 0.11131489841986456 0.10287821122740247 0.04227590591226955 0.08210543549443353
a**holes 0.07142857142857142 0.03611738148984198 0.10704091341579448 0.058645899554990465 0.07367387033398821
emperor's 0.10714285714285714 0.0835214446952596 0.19647954329210277 0.06563890654799746 0.1352324819908317
possesses 0.14285714285714285 0.09424379232505643 0.15842055185537585 0.052924348378893836 0.10903732809430255
intentions 0.07142857142857142 0.13374717832957111 0.11274976213130353 0.03766687857596949 0.07760314341846758
world 0.047619047619047616 0.06223798774588843 0.05518553758325404 0.04518209063663609 0.03798297314996726
adds 0.07142857142857142 0.12697516930022573 0.10704091341579448 0.051811824539097266 0.07367387033398821
substantial 0.07142857142857142 0.06376975169300225 0.053758325404376785 0.01795931341385887 0.06221349050425671
depth 0.14285714285714285 0.1574492099322799 0.17174119885823025 0.0573744437380801 0.15258677144728225
shocking 0.14285714285714285 0.12133182844243792 0.10228353948620361 0.034170375079465985 0.12573673870333987
testament 0.17857142857142858 0.12923250564334085 0.14843006660323502 0.060712015257469804 0.17518009168303864
anti-semitism 0.21428571428571427 0.11794582392776523 0.17126546146527116 0.05721551176096631 0.1764898493778651
neo-fascism 0.14285714285714285 0.08239277652370203 0.11655566127497621 0.29609027336300064 0.13719711853307137
labute 0.07142857142857142 0.22742663656884876 0.1917221693625119 0.0640495867768595 0.13195808775376555
avoid 0.17857142857142858 0.09593679458239278 0.08087535680304472 0.06961220597584233 0.1489849377865095
fatal 0.07142857142857142 0.08239277652370203 0.06945765937202664 0.07040686586141132 0.07203667321545514
mistake 0.10714285714285714 0.1433408577878104 0.120837297811608 0.040368722186904 0.11100196463654224
modern 0.07142857142857142 0.07957110609480812 0.06707897240723121 0.022409408773045137 0.04616895874263261
era 0.05357142857142857 0.0595372460496614 0.050190294957183634 0.016767323585505405 0.06286836935166994
he's 0.03571428571428571 0.040632054176072234 0.03425309229305423 0.01144310235219326 0.023575638506876228
changed 0.08928571428571429 0.11681715575620767 0.09847764034253093 0.03289891926255563 0.07940406024885396
academic 0.14285714285714285 0.1670428893905192 0.17840152235965748 0.13636363636363635 0.15880812049770793
brit 0.03571428571428571 0.03893905191873589 0.032825880114176975 0.03146853146853147 0.022593320235756387
choice 0.07142857142857142 0.07674943566591422 0.09276879162702188 0.030991735537190084 0.06385068762278978
upsets 0.03571428571428571 0.041196388261851014 0.03472882968601332 0.011602034329307056 0.02390307793058284
novel's 0.03571428571428571 0.046275395033860044 0.0390104662226451 0.013032422123331213 0.026850032743942372
exquisite 0.08928571428571429 0.05163656884875847 0.07588011417697431 0.025349650349650348 0.08513425016371971
shreds 0.07142857142857142 0.07336343115124154 0.14367269267364416 0.04799745708836618 0.09888670595939751
fabric 0.03571428571428571 0.055869074492099324 0.04709800190294957 0.015734265734265736 0.03241650294695481
biopic 0.35714285714285715 0.136568848758465 0.2882968601332065 0.09631277813095995 0.47838899803536344
crane's 0.10714285714285714 0.1811512415349887 0.1527117031398668 0.2131277813095995 0.15029469548133595
classic 0.07142857142857142 0.06292325056433408 0.053044719314938156 0.1623490146217419 0.05304518664047151
tradition 0.07142857142857142 0.0981941309255079 0.08277830637488107 0.02765416401780038 0.05697445972495088
evolves 0.10714285714285714 0.10214446952595936 0.12844909609895339 0.04291163382072473 0.08840864440078586
journalism 0.17857142857142858 0.12358916478555304 0.10418648905803997 0.06786395422759059 0.24950884086444008
deft 0.03571428571428571 0.08690744920993228 0.07326355851569934 0.024475524475524476 0.0504256712508186
think 0.10714285714285714 0.0716704288939052 0.09705042816365367 0.03242212333121424 0.09250163719711853
pie 0.0 0.0 0.0 0.0 0.0
valium 0.07142857142857142 0.1930022573363431 0.16270218839200762 0.05435473617291799 0.11198428290766209
merit 0.03571428571428571 0.045146726862302484 0.038058991436726926 0.12317228226319135 0.02619515389652914
racy 0.03571428571428571 0.10778781038374718 0.09086584205518554 0.030356007628734902 0.06254092992796333
stops 0.05357142857142857 0.09311512415349887 0.07849666983824928 0.026223776223776224 0.054027504911591355
blood 0.03571428571428571 0.025395033860045147 0.04567078972407231 0.015257469802924348 0.03143418467583497
flow 0.03571428571428571 0.04345372460496614 0.03663177925784967 0.012237762237762238 0.0252128356254093
brain 0.017857142857142856 0.018905191873589165 0.015937202664129402 0.005324221233312143 0.010969220694171578
dull 0.047619047619047616 0.04157261098570354 0.05772280367903584 0.01928374655647383 0.0397293167430692
costumey 0.03571428571428571 0.06997742663656885 0.058991436726926735 0.019707565162110616 0.04060248853962017
polanski's 0.25 0.11173814898419865 0.18601332064700285 0.15416401780038144 0.2295350360183366
thomas 0.08333333333333334 0.09471407072987209 0.08396764985727878 0.030461962280144098 0.08453394455359092
wolfe 0.10714285714285714 0.14446952595936793 0.12178877259752617 0.06182453909726637 0.15487884741322855
right 0.0 0.0 0.0 0.0 0.0
fake 0.07142857142857142 0.11681715575620767 0.09847764034253093 0.03289891926255563 0.06777996070726916
backdrops 0.07142857142857142 0.062076749435665914 0.08468125594671741 0.028289891926255563 0.058284217419777344
stately 0.07142857142857142 0.08916478555304741 0.07516650808753568 0.025111252383979658 0.051735428945645055
pacing 0.07142857142857142 0.13515801354401805 0.12583254043767841 0.04203750794659886 0.08660772757039947
settles 0.21428571428571427 0.07674943566591422 0.11941008563273073 0.03989192625556262 0.1719056974459725
tone 0.05357142857142857 0.08154627539503385 0.06874405328258801 0.06246026700572155 0.04731499672560576
why 0.014285714285714287 0.022799097065462754 0.019219790675547098 0.00642085187539733 0.013228552717747217
he 0.023268398268398268 0.03176944387441002 0.02717109246604965 0.010644830376235336 0.021209144490087515
given 0.07142857142857142 0.07212189616252822 0.06079923882017126 0.028862047043865226 0.05559921414538311
free 0.07142857142857142 0.12246049661399548 0.10323501427212178 0.03448823903369358 0.0710543549443353
reign 0.03571428571428571 0.04796839729119639 0.04043767840152236 0.0135092180546726 0.027832351015062214
wrote 0.061224489795918366 0.08110287004192196 0.07380725839336685 0.024657161020797385 0.053700065487884745
directed 0.11904761904761905 0.06884875846501129 0.09768474468759912 0.07024793388429752 0.09211962453612747
starred 0.09999999999999999 0.09706546275395034 0.0889628924833492 0.061760966306420854 0.0845448592010478
enjoy 0.10714285714285714 0.14785553047404063 0.12464319695528069 0.041640178003814365 0.10969220694171579
rewarded 0.10714285714285714 0.1455981941309255 0.12274024738344434 0.05260648442466624 0.13228552717747216
assumes 0.21428571428571427 0.12246049661399548 0.10323501427212178 0.19787031150667514 0.2131630648330059
aren't 0.03571428571428571 0.0682844243792325 0.05756422454804948 0.019230769230769232 0.03962017026850033
bright 0.07142857142857142 0.0981941309255079 0.08277830637488107 0.02765416401780038 0.05697445972495088
rudy 0.17857142857142858 0.1399548532731377 0.11798287345385347 0.0712015257469803 0.2593320235756385
yellow 0.17857142857142858 0.17776523702031602 0.14985727878211227 0.07247298156389065 0.20039292730844793
lodge 0.10714285714285714 0.1523702031602709 0.12844909609895339 0.04291163382072473 0.13195808775376555
eyre 0.07142857142857142 0.1811512415349887 0.1527117031398668 0.07215511760966306 0.10510805500982318
needs 0.03571428571428571 0.06320541760722348 0.0532825880114177 0.017800381436745075 0.0366732154551408
sweat 0.03571428571428571 0.04909706546275395 0.04138915318744053 0.01382708200890019 0.02848722986247544
clarify 0.10714285714285714 0.06997742663656885 0.08372978116079924 0.1524157660521297 0.05762933857236411
vision 0.09523809523809523 0.11982693754702785 0.11021249603552172 0.03681924136469591 0.09364767518009168
next 0.1142857142857143 0.08329571106094807 0.07021883920076118 0.13318499682136045 0.08474132285527178
remember 0.03571428571428571 0.07110609480812641 0.05994291151284491 0.020025429116338207 0.0412573673870334
lessons 0.05357142857142857 0.04401805869074492 0.054709800190294956 0.01827717736808646 0.03765553372626064
trickster 0.07142857142857142 0.06038374717832957 0.05090390104662226 0.017005721551176096 0.07694826457105436
spider 0.07142857142857142 0.062076749435665914 0.05233111322549953 0.06007628734901462 0.08185985592665357
showboating 0.2857142857142857 0.11173814898419865 0.24881065651760229 0.10870947234583599 0.27079240340537003
wise-cracker 0.21428571428571427 0.0835214446952596 0.10038058991436727 0.09075015893197712 0.14996725605762934
stock 0.10714285714285714 0.13261851015801354 0.11179828734538534 0.037349014621741894 0.12066142763588736
sure 0.047619047619047616 0.06583897667419113 0.05550269584522677 0.018542063996609452 0.038201266099105
circuit 0.19047619047619047 0.1361926260346125 0.11481129083412624 0.06865861411315957 0.19537218947827983
queens 0.21428571428571427 0.1455981941309255 0.12274024738344434 0.0775588048315321 0.25736738703339884
won't 0.10714285714285714 0.13346501128668173 0.11251189343482398 0.0472027972027972 0.1239358218729535
learn 0.14285714285714285 0.11455981941309255 0.13273073263558516 0.044342021614748886 0.13555992141453832
they'll 0.07142857142857142 0.11512415349887133 0.09705042816365367 0.03242212333121424 0.06679764243614932
busy 0.03571428571428571 0.034988713318284424 0.029495718363463368 0.009853782581055308 0.020301244269810084
cursing 0.07142857142857142 0.1399548532731377 0.11798287345385347 0.08868404322949777 0.08120497707924033
strategically 0.10714285714285714 0.08013544018058691 0.17554709800190296 0.058645899554990465 0.12082514734774066
placed 0.10714285714285714 0.07110609480812641 0.05994291151284491 0.020025429116338207 0.10641781270464964
sheets 0.03571428571428571 0.0417607223476298 0.035204567078972404 0.1215829624920534 0.024230517354289455
talent 0.14285714285714285 0.09706546275395034 0.0818268315889629 0.09198982835346471 0.143811394891945
wasted 0.07142857142857142 0.11230248306997742 0.09467174119885823 0.031627463445645265 0.06516044531761624
crass 0.14285714285714285 0.2025959367945824 0.17078972407231208 0.057056579783852514 0.17321545514079895
low-wattage 0.14285714285714285 0.1371331828442438 0.1455756422454805 0.1217418944691672 0.15258677144728225
endeavor 0.08928571428571429 0.10045146726862303 0.1065651760228354 0.09972981563890655 0.0915193189259987
alain 0.03571428571428571 0.08126410835214447 0.06850618458610847 0.02288620470438652 0.047151277013752456
choquart's 0.10714285714285714 0.13318284424379231 0.11227402473834443 0.03750794659885569 0.11656843483955469
camera 0.07142857142857142 0.12471783295711061 0.10513796384395814 0.03512396694214876 0.07236411263916176
moving 0.09523809523809523 0.08201655379984951 0.06914050111005392 0.07469802924348379 0.08120497707924033
portraying 0.03571428571428571 0.051354401805869074 0.043292102759276876 0.014462809917355372 0.0297969875573019
turmoil 0.14285714285714285 0.07900677200902935 0.1879162702188392 0.07358550540368722 0.12933857236411264
giving 0.03571428571428571 0.055869074492099324 0.04709800190294957 0.015734265734265736 0.03241650294695481
conduct 0.10714285714285714 0.11117381489841986 0.13748810656517602 0.045931341385886844 0.10936476751800916
perpetual 0.03571428571428571 0.060948081264108354 0.05137963843958135 0.017164653528289893 0.03536345776031434
urgency 0.047619047619047616 0.08013544018058691 0.0675547098001903 0.02256834075015893 0.04649639816633923
takes 0.05357142857142857 0.06969525959367946 0.05875356803044719 0.01962809917355372 0.04043876882776686
nearly 0.05357142857142857 0.045711060948081264 0.03853472882968601 0.04450095359186268 0.09053700065487885
unspool 0.03571428571428571 0.07279909706546275 0.06137012369172217 0.020502225047679592 0.04223968565815324
coming 0.03571428571428571 0.0595372460496614 0.050190294957183634 0.016767323585505405 0.03454485920104781
harry 0.10714285714285714 0.13882618510158012 0.1170313986679353 0.039097266369993645 0.13163064833005894
potter 0.05357142857142857 0.10778781038374718 0.09086584205518554 0.054831532104259374 0.06254092992796333
superior 0.07142857142857142 0.09480812641083522 0.07992388201712655 0.02670057215511761 0.0550098231827112
predecessor 0.14285714285714285 0.09969902182091797 0.08404693942277196 0.13329095147276965 0.1711416721239904
stuck 0.125 0.09565462753950339 0.10156993339676498 0.033931977113795295 0.10887360838244925
pig 0.07142857142857142 0.18623024830699775 0.15699333967649856 0.05244755244755245 0.10805500982318271
flails 0.03571428571428571 0.055869074492099324 0.04709800190294957 0.015734265734265736 0.03241650294695481
limply 0.07142857142857142 0.09650112866817155 0.08135109419600381 0.027177368086458997 0.055992141453831044
bizarre 0.10714285714285714 0.11230248306997742 0.1586584205518554 0.05300381436745073 0.12982973149967256
pallid 0.14285714285714285 0.09311512415349887 0.15889628924833493 0.12221869040050858 0.16110019646365423
turn 0.017857142857142856 0.024548532731376974 0.020694576593720267 0.006913541004450095 0.01424361493123772
opera 0.07142857142857142 0.1361926260346125 0.11481129083412624 0.03835558381012927 0.07902204758786291
general 0.06547619047619048 0.06677953348382241 0.05629559150015858 0.07702903157448612 0.056319580877537655
art 0.023809523809523808 0.0607599699021821 0.05122105930859499 0.017111676202585295 0.03525431128574547
form 0.03571428571428571 0.05925507900677201 0.04995242626070409 0.016687857596948505 0.0343811394891945
spiritual 0.05357142857142857 0.12697516930022573 0.10704091341579448 0.03575969485060394 0.07367387033398821
wonderfully 0.07142857142857142 0.12302483069977427 0.10371075166508087 0.03464717101080737 0.07138179436804191
vulgar 0.03571428571428571 0.07844243792325056 0.06612749762131304 0.022091544818817546 0.045514079895219384
sublimely 0.07142857142857142 0.10891647855530474 0.09181731684110371 0.030673871582962493 0.06319580877537656
lofty 0.03571428571428571 0.07787810383747178 0.06565176022835395 0.021932612841703752 0.04518664047151277
emotionally 0.10714285714285714 0.0887885628291949 0.0872185220424992 0.02913752913752914 0.10019646365422397
grand 0.09999999999999999 0.0963882618510158 0.1077069457659372 0.060139860139860134 0.09810085134250164
delicious 0.2380952380952381 0.07411587659894658 0.291151284490961 0.09726636999364272 0.3003710980135342
trimmings 0.03571428571428571 0.08521444695259593 0.07183634633682208 0.03337571519389701 0.049443352979698756
arrive 0.14285714285714285 0.13600451467268623 0.16508087535680305 0.18006993006993008 0.16240995415848067
early 0.09523809523809523 0.08220466516177577 0.08325404376784015 0.02781309599491418 0.07694826457105436
stay 0.03571428571428571 0.051354401805869074 0.043292102759276876 0.014462809917355372 0.0297969875573019
late 0.03571428571428571 0.06376975169300225 0.053758325404376785 0.01795931341385887 0.03700065487884741
filling 0.17857142857142858 0.12076749435665914 0.17269267364414842 0.057692307692307696 0.21447282252783234
minute 0.07142857142857142 0.14729119638826185 0.1241674595623216 0.06945327399872854 0.08546168958742632
lighthearted 0.10714285714285714 0.12979683972911965 0.1603235014272122 0.05356007628734902 0.11034708578912901
glow 0.03571428571428571 0.03724604966139955 0.03139866793529972 0.01048951048951049 0.021611001964636542
impudent 0.10714285714285714 0.1613995485327314 0.17078972407231208 0.057056579783852514 0.11755075311067452
snickers 0.10714285714285714 0.2082392776523702 0.20884871550903902 0.06977113795295614 0.14374590700720366
glorious 0.07142857142857142 0.0682844243792325 0.08753568030447194 0.029243483788938335 0.06024885396201703
dose 0.07142857142857142 0.08182844243792325 0.13986679352997144 0.04672600127145582 0.0962671905697446
humankind's 0.10714285714285714 0.15011286681715574 0.16079923882017128 0.05371900826446281 0.11067452521283562
liberating 0.03571428571428571 0.06772009029345373 0.05708848715509039 0.019071837253655435 0.03929273084479371
triumph 0.07142857142857142 0.062076749435665914 0.05233111322549953 0.017482517482517484 0.06254092992796333
scrooge 0.03571428571428571 0.03837471783295711 0.03235014272121789 0.01080737444373808 0.02226588081204977
inhospitability 0.17857142857142858 0.08013544018058691 0.0675547098001903 0.05038143674507311 0.13195808775376555
land 0.07142857142857142 0.09537246049661399 0.08039961941008564 0.026859504132231406 0.09299279633267846
emphasizes 0.07142857142857142 0.12471783295711061 0.10513796384395814 0.07581055308328036 0.11853307138179436
precision 0.03571428571428571 0.0863431151241535 0.07278782112274025 0.02431659249841068 0.05009823182711198
narratives 0.03571428571428571 0.040632054176072234 0.03425309229305423 0.01144310235219326 0.023575638506876228
helps 0.0 0.0 0.0 0.0 0.0
atavistic 0.03571428571428571 0.04232505643340858 0.0356803044719315 0.011919898283534647 0.02455795677799607
tales 0.05357142857142857 0.07308126410835214 0.061607992388201714 0.044103623649078195 0.04240340537000655
handed 0.0 0.0 0.0 0.0 0.0
beginning 0.08928571428571429 0.11512415349887133 0.11096574690770694 0.03707088366179275 0.09135559921414538
baffling 0.11904761904761905 0.07185854025583145 0.10941960038058991 0.03655435473617292 0.10041475660336172
parker 0.10714285714285714 0.12076749435665914 0.12369172216936251 0.04132231404958678 0.09277450338354071
commended 0.10714285714285714 0.14616252821670428 0.12321598477640343 0.11347743165924984 0.17681728880157171
familiar 0.07142857142857142 0.13167795334838225 0.11100539169045354 0.037084127993218904 0.10325256494215236
determination 0.10714285714285714 0.056433408577878104 0.1351094196003806 0.04513668150031786 0.09299279633267846
text 0.03571428571428571 0.05869074492099323 0.049476688867745006 0.01652892561983471 0.034053700065487885
leads 0.05357142857142857 0.08521444695259593 0.07183634633682208 0.04791799109980928 0.049443352979698756
adopt 0.03571428571428571 0.03724604966139955 0.03139866793529972 0.01048951048951049 0.021611001964636542
mannered 0.07142857142857142 0.08239277652370203 0.09292737075800825 0.03104471286289468 0.06395983409735866
dulls 0.07142857142857142 0.03781038374717833 0.031874405328258804 0.010648442466624285 0.049443352979698756
tragedy 0.03571428571428571 0.06376975169300225 0.053758325404376785 0.01795931341385887 0.03700065487884741
story's 0.03571428571428571 0.03837471783295711 0.03235014272121789 0.01080737444373808 0.02226588081204977
endearing 0.21428571428571427 0.0806997742663657 0.06803044719314938 0.022727272727272728 0.25703994760969223
caring 0.03571428571428571 0.0626410835214447 0.05280685061845861 0.017641449459631278 0.036345776031434185
warm 0.10714285714285714 0.13544018058690746 0.13487155090390104 0.1181659249841068 0.1144400785854617
problem 0.10714285714285714 0.11738148984198646 0.1384395813510942 0.0506198347107438 0.09528487229862476
ask 0.03571428571428571 0.05925507900677201 0.04995242626070409 0.016687857596948505 0.0343811394891945
meet 0.05357142857142857 0.05220090293453725 0.04400570884871551 0.04219643992371265 0.04977079240340537
halfway 0.03571428571428571 0.05191873589164785 0.04376784015223597 0.03862047043865226 0.030124426981008513
connect 0.07142857142857142 0.14954853273137697 0.12607040913415796 0.04211697393515575 0.08677144728225278
dots 0.0 0.0 0.0 0.0 0.0
having 0.07857142857142858 0.07697516930022574 0.06489058039961941 0.02765416401780038 0.06882776686313032
things 0.047619047619047616 0.06978931527464259 0.058832857595940376 0.026594617503708413 0.0550098231827112
spelled 0.07142857142857142 0.04740406320541761 0.11607992388201713 0.03877940241576605 0.07989521938441388
coppola 0.09523809523809523 0.09932279909706546 0.09261021249603552 0.06844670481034118 0.0939751146037983
professes 0.14285714285714285 0.12133182844243792 0.15176022835394862 0.050699300699300696 0.1807465618860511
colorful 0.09523809523809523 0.05417607223476298 0.09895337773549001 0.03305785123966942 0.06810740013097577
pop 0.03571428571428571 0.07251693002257337 0.06113225499524263 0.028607755880483154 0.042075965946299934
junk 0.0 0.0 0.0 0.0 0.0
classics 0.03571428571428571 0.0536117381489842 0.04519505233111323 0.015098537825810552 0.031106745252128355
unequivocally 0.03571428571428571 0.05925507900677201 0.04995242626070409 0.016687857596948505 0.0343811394891945
qualify 0.03571428571428571 0.05304740406320542 0.04471931493815414 0.014939605848696759 0.03077930582842174
giddily 0.10714285714285714 0.0835214446952596 0.10180780209324453 0.03401144310235219 0.10019646365422397
crime 0.09183673469387756 0.08868107062237987 0.08699198042680441 0.029061847243665426 0.10328374964917206
unusual 0.07142857142857142 0.061512415349887134 0.08563273073263558 0.07247298156389065 0.05893909626719057
sign 0.03571428571428571 0.05699774266365688 0.04804947668886775 0.14574062301335028 0.03307138179436804
spends 0.03571428571428571 0.07279909706546275 0.06137012369172217 0.020502225047679592 0.04223968565815324
entirety 0.10714285714285714 0.060948081264108354 0.08468125594671741 0.028289891926255563 0.12049770792403405
coma 0.03571428571428571 0.04853273137697517 0.04091341579448145 0.07708200890019072 0.028159790438768827
creaky 0.2857142857142857 0.12923250564334085 0.31255946717411986 0.10441830896376351 0.40471512770137524
staircase 0.2857142857142857 0.11512415349887133 0.09705042816365367 0.12364907819453275 0.26981008513425014
gothic 0.03571428571428571 0.06320541760722348 0.0532825880114177 0.11713286713286714 0.0366732154551408
teach 0.047619047619047616 0.07562076749435666 0.06374881065651761 0.044818817546090274 0.0809866841301026
kids 0.03571428571428571 0.04759217456734387 0.040120520139549636 0.04677897859716041 0.027614058065924468
dangers 0.07142857142857142 0.1630925507900677 0.13748810656517602 0.045931341385886844 0.09462999345121152
drugs 0.07142857142857142 0.08013544018058691 0.0675547098001903 0.039838948929858016 0.061776904605981224
projects 0.14285714285714285 0.12641083521444696 0.13273073263558516 0.044342021614748886 0.12835625409299278
unfortunately 0.10714285714285714 0.17099322799097066 0.19314938154138916 0.08677685950413223 0.13294040602488538
r-rated 0.10714285714285714 0.07505643340857787 0.09895337773549001 0.03305785123966942 0.12901113294040603
wwf 0.10714285714285714 0.22121896162528218 0.21075166508087537 0.08741258741258741 0.14505566470203013
fan 0.07142857142857142 0.03724604966139955 0.03139866793529972 0.11983471074380166 0.053700065487884745
related 0.14285714285714285 0.04740406320541761 0.07564224548049477 0.02527018436109345 0.12540929927963326
watched 0.05357142857142857 0.07477426636568849 0.06303520456707898 0.021058486967577877 0.04338572364112639
robots 0.03571428571428571 0.0654627539503386 0.05518553758325404 0.018436109345200253 0.03798297314996726
butchered 0.03571428571428571 0.04966139954853273 0.04186489058039962 0.013986013986013986 0.028814669286182055
a.i 0.07142857142857142 0.04966139954853273 0.0746907706945766 0.02495232040686586 0.05140798952193844
you'll 0.023809523809523808 0.03762227238525207 0.031715826197272444 0.010595465140919687 0.021829294913774288
rollerball 0.14285714285714285 0.03837471783295711 0.03235014272121789 0.3415448188175461 0.1512770137524558
norton 0.14285714285714285 0.1190744920993228 0.15651760228353948 0.052288620470438654 0.14702030124426982
holds 0.11904761904761905 0.08954100827689992 0.0754836663495084 0.025217207035388853 0.1370879720585025
breathtaking 0.21428571428571427 0.09085778781038374 0.11132254995242626 0.0371900826446281 0.316633922724296
ages 0.0 0.0 0.0 0.0 0.0
spirit 0.07142857142857142 0.1100451467268623 0.09276879162702188 0.050699300699300696 0.06385068762278978
tells 0.03571428571428571 0.04796839729119639 0.04043767840152236 0.0135092180546726 0.027832351015062214
poignant 0.07142857142857142 0.10553047404063205 0.10537583254043768 0.03520343293070566 0.07252783235101506
uplifting 0.07142857142857142 0.1343115124153499 0.11322549952426261 0.03782581055308328 0.0779305828421742
stunning 0.1142857142857143 0.07065462753950338 0.12426260704091341 0.04151303242212333 0.12717747216764896
fusion 0.07142857142857142 0.10835214446952596 0.09134157944814462 0.048156389065479976 0.06286836935166994
music 0.03571428571428571 0.050084650112866815 0.04222169362511893 0.01823744437380801 0.029060248853962016
bust 0.14285714285714285 0.09650112866817155 0.08135109419600381 0.027177368086458997 0.114603798297315
gut 0.07142857142857142 0.11399548532731377 0.0960989533777355 0.09853782581055308 0.06614276358873608
intended 0.03571428571428571 0.07054176072234764 0.05946717411988582 0.019866497139224414 0.040929927963326784
blandly 0.09523809523809523 0.09066967644845748 0.10973675864256263 0.036660309387582114 0.12813796114385503
surgical 0.03571428571428571 0.09367945823927765 0.07897240723120837 0.026382708200890018 0.05435494433529797
examination 0.07142857142857142 0.029345372460496615 0.08563273073263558 0.028607755880483154 0.05893909626719057
joke 0.03571428571428571 0.05248306997742664 0.044243577545195055 0.03885886840432295 0.030451866404715127
for-fans 0.17857142857142858 0.06997742663656885 0.09181731684110371 0.1657660521296885 0.18696791093647674
artifact 0.07142857142857142 0.19130925507900678 0.16127497621313036 0.053877940241576605 0.11100196463654224
enters 0.17857142857142858 0.15688487584650113 0.13225499524262607 0.1249205340114431 0.23444662737393582
pantheon 0.10714285714285714 0.12076749435665914 0.1313035204567079 0.043865225683407505 0.09037328094302555
wreckage 0.07142857142857142 0.1072234762979684 0.09039010466222645 0.030197075651621105 0.06221349050425671
includes 0.10714285714285714 0.16930022573363432 0.142721217887726 0.04767959313413859 0.11624099541584806
battlefield 0.10714285714285714 0.13939051918735892 0.11750713606089438 0.03925619834710744 0.11427635887360839
earth 0.07142857142857142 0.04909706546275395 0.11512844909609896 0.038461538461538464 0.07924034053700066
showgirls 0.10714285714285714 0.11117381489841986 0.1489058039961941 0.19008264462809918 0.10248853962017027
25 0.03571428571428571 0.04661399548532731 0.03929590865842055 0.041099809281627465 0.03700065487884741
iq 0.10714285714285714 0.08182844243792325 0.06898192197906755 0.05912269548633185 0.08087753765553372
90 0.03571428571428571 0.05812641083521445 0.04900095147478592 0.04132231404958678 0.03372626064178127
driver's 0.07142857142857142 0.11230248306997742 0.09467174119885823 0.031627463445645265 0.06516044531761624
license 0.0 0.0 0.0 0.0 0.0
able 0.05357142857142857 0.07195259593679458 0.06065651760228354 0.0202638270820089 0.052472167648984935
find 0.06349206349206349 0.08929019312766491 0.07527222750819326 0.03221021402839584 0.05661063814305464
piece 0.07142857142857142 0.12844243792325055 0.10827783063748811 0.036172917991099805 0.09325474787164376
journalistic 0.14285714285714285 0.1474793077501881 0.1493815413891532 0.04990464081373172 0.1543331150403842
draws 0.10714285714285714 0.09650112866817155 0.12321598477640343 0.041163382072472984 0.0848068107400131
expedience 0.03571428571428571 0.0744920993227991 0.06279733587059944 0.02097902097902098 0.043222003929273084
became 0.07142857142857142 0.07086423734279265 0.06493815413891532 0.03778040141676505 0.06284498082140517
deadly 0.07142857142857142 0.08860045146726862 0.0746907706945766 0.09512078830260648 0.06368696791093648
foreign 0.05952380952380953 0.0716704288939052 0.060418648905804 0.03809069718160627 0.05020737830168086
policy 0.03571428571428571 0.09029345372460497 0.07611798287345385 0.04307056579783852 0.05239030779305828
doofus-on-the-loose 0.25 0.1281038374717833 0.25784966698382494 0.08614113159567705 0.2550753110674525
banter 0.07142857142857142 0.17720090293453725 0.1493815413891532 0.0875715193897012 0.10281597904387688
welcome 0.21428571428571427 0.12020316027088036 0.1279733587059943 0.042752701843610935 0.26719056974459726
collinwood 0.03571428571428571 0.06038374717832957 0.05090390104662226 0.027177368086458997 0.03503601833660773
cocky 0.03571428571428571 0.10214446952595936 0.08610846812559467 0.028766687857596947 0.05926653569089718
after-hours 0.10714285714285714 0.07054176072234764 0.15461465271170313 0.05165289256198347 0.10641781270464964
loopiness 0.07142857142857142 0.05699774266365688 0.09990485252140818 0.03337571519389701 0.068762278978389
funniest 0.09523809523809523 0.09142212189616253 0.1002220107833809 0.04322949777495232 0.06898057192752674
graffiti 0.17857142857142858 0.12697516930022573 0.20456707897240722 0.18865225683407502 0.16797642436149313
bridge 0.05357142857142857 0.06433408577878104 0.05423406279733587 0.047520661157024795 0.08038637851997381
