word Fixation_Duration
arts 0.21556357211219906
rays 0.2123119585756706
surface 0.3267810253012343
shining 0.2552455274976073
basalt 0.38187440182581167
0 0.05948612235883089
electrum 0.40813271491324943
tombs 0.32672703624628824
1612 0.43252595155709345
mostly 0.29968833591008365
burma 0.342585094112739
areas 0.27091462367174657
run 0.28090996098063753
london 0.21934280595842845
deputy 0.3558369530540627
1876 0.5253257748656408
part 0.35267123119585764
each 0.28248545976588385
ruled 0.20591916366045793
own 0.15283810645660018
kamet 0.4372868045841615
symbolically 0.47122628776166287
meadow 0.2647058823529412
ethereal 0.38591131070701123
beauty 0.29270656948636775
shivling 0.2840462342634175
just 0.34399617168519475
shiva 0.33379960244423174
ft 0.11072664359861592
feet 0.20918304743674693
true 0.216447029374954
ends 0.37676998208545
bay 0.2159316793050136
eastern 0.2588161672679084
longest 0.18190630444918895
broad 0.29661095977815405
major 0.3536528503766963
home 0.25836707649267465
ten 0.30501361996613413
sacred 0.46484576308621073
dharmic 0.48582787307663994
religions 0.2561289847603622
face 0.12773319590664803
sq 0.12103364499742325
peru 0.2663658705033954
amounts 0.325504920366144
suriname 0.4699305504429557
biodiverse 0.3713170875358905
drained 0.26488993594934845
seven 0.1920958621245745
10 0.2919458146212177
looked 0.3931384819259368
afar 0.18064246975385898
mark 0.26857100787749394
annual 0.3109401457704484
zebra 0.33976293896782744
july 0.3187247364527789
olkinyei 0.4012368401678569
siana 0.21320768607818597
maji 0.18137868413948807
moto 0.37539571523227566
oloirien 0.37285577560185523
kimintet 0.5445777810498417
africa 0.26427642396132417
has 0.2659416707859614
larger 0.2589634101450342
meant 0.171685194728705
northern 0.27481655991558074
continuation 0.4221821394390046
high 0.28504503177992097
law 0.26179783552970626
abundance 0.4162801541142114
light 0.10932783626592063
scale 0.2758227195759405
extrapolated 0.4729686618076517
verified 0.15828609291025547
13.8 0.2825836216839677
initial 0.20240496699305502
primordial 0.33249895702962035
14 0.17050725171169845
quickly 0.23529411764705882
resulting 0.292129868217625
agree 0.26341750717809026
observed 0.29460845664924296
properties 0.4577044835456085
persian 0.38717514540234116
j?bir 0.4506192965296256
721 0.20223809173231244
815 0.14054332621659427
d 0.10564676433777516
1318 0.25112272693808435
al-fikar 0.49466244570418905
al-'ibar 0.28776166286289234
roasting 0.45231539424280354
retort 0.2006552308032099
vincent 0.2396917715772166
beauvais 0.45177795774129426
compositis 0.4591278313578247
saint 0.26783479349186484
magnus 0.3739478269405384
contact 0.35772656997717733
shoot 0.28982306314265377
though 0.3605732656016099
found 0.1894034209428452
plant 0.23718373457017353
pipes 0.36133402046675994
tissues 0.281528381064566
need 0.25756460281233895
live 0.14418758742545829
plant's 0.11381874401825812
algebra 0.2622150236815627
abstract 0.3650329718871278
inner 0.21548995067363616
angle 0.26533166458072593
limits 0.19912145083314928
takes 0.3056025914746374
happens 0.26394512748779114
attempt 0.2450857689759258
so 0.23043510270190679
blood 0.18959974477901298
van 0.2574050896954526
abraham 0.4646371690102824
helsing 0.5828241183832732
did 0.3252227048516528
invent 0.36329725882843755
defined 0.34349309185501486
spawned 0.3954943679599499
writer 0.3188912611352426
sir 0.18321922010356081
impaler 0.33504625880389705
portray 0.3001546050209821
liberalization 0.3613831014258019
preceding 0.42105327738104
coup 0.29102554663918134
brain 0.2973201796363101
surgeon 0.3532356622248399
olin 0.42614542688164125
tereza 0.3955311786792314
released 0.3257257846818327
centuries 0.13296031804461458
sensitive 0.22218950158286094
win 0.3245478416648261
mercurial 0.12265331664580725
unknown 0.19745269822572334
colloquial 0.12478833836413164
freeing 0.2908046823234926
vice 0.13487447544725023
versa 0.23117131708753588
artist 0.24211637095388844
greatly 0.3847456379297651
asian 0.3169402930133255
jos� 0.30825296326290214
town 0.20714618763650644
1970s 0.3771626297577855
30 0.16888758006331445
acclaimed 0.26945446514024884
1970 0.31556602616015117
costly 0.218066701023338
1945�the 0.4206655378046087
alternative 0.2920415224913495
project 0.2761662862892341
27 0.14413850646641638
sun 0.0850327615401605
distance 0.28439961716851947
stand 0.1694765515718177
protection 0.2562271466784461
alakananda 0.285553019706005
foot 0.21948023264374583
level 0.2002503128911139
amount 0.18537878230140617
if 0.1478318486343223
see 0.20157549878524628
et 0.13723036148126336
sulfate 0.19777172445949595
interpretations 0.4872266804093352
gitanjali 0.14672752705587866
bard 0.13023632481778694
regarded 0.27107413678863285
outstanding 0.04005006257822278
composing 0.27254656555989104
songs 0.22155144911531569
models 0.21990723698741074
too 0.21939188691747036
far 0.08297136126039903
generally 0.05683575057056615
m 0.05043068541559302
introduced 0.009718029890304056
