word First_fix_dur First_pass_dur Mean_fix_dur Fix_prob Re-read_prob Tot_fix_dur Tot_regres_from_dur Tot_regres_to_dur nFix nLong_regres_from nLong_regres_to nRefix nRegres_from nRegres_to
natural 0.45530323819978047 0.08907311097739191 0.4582503473830477 0.8375 0.275 0.1668920485279345 0.04419852145690587 0.07392710170487948 0.22549019607843138 0.0 0.020833333333333336 0.060897435897435896 0.0625 0.0923913043478261
this 0.30037280202141536 0.04745072978790006 0.3028368804065973 0.5569811320754716 0.11660377358490566 0.10398630650280738 0.04847620926862126 0.0636547498881531 0.1373288938216796 0.027169811320754716 0.027044025157232702 0.021190130624092886 0.06586620926243567 0.0759639048400328
environment 0.3773326015367728 0.090776240006877 0.38219025011579427 0.7375 0.2625 0.15763851325245345 0.06159844933285251 0.056461885165588865 0.21813725490196081 0.075 0.04166666666666667 0.07371794871794872 0.10227272727272727 0.07608695652173914
volcanic 0.7044456641053787 0.2284449411157913 0.6679481241315423 1.0 0.7 0.32972722355304845 0.05192931842769564 0.10640799529688418 0.35294117647058826 0.0 0.0 0.15384615384615385 0.09090909090909091 0.13043478260869565
rock 0.4053238199780461 0.0664059142095762 0.4011733827389223 0.7333333333333334 0.13333333333333333 0.1318290703964145 0.05721841567496093 0.0408909791625841 0.17647058823529413 0.0 0.05555555555555556 0.025641025641025644 0.0909090909090909 0.057971014492753624
sweeping 0.5815038419319429 0.10652884036791885 0.5880963408985642 1.0 0.25 0.19430492233985008 0.09195816804904436 0.04889280815206741 0.25490196078431376 0.1 0.0 0.05128205128205129 0.13636363636363635 0.06521739130434782
beaches 0.4350987925356751 0.05770222642482593 0.4531959240389068 0.7 0.05 0.1333745460165366 0.014875586007933645 0.08495002939447384 0.14705882352941177 0.0 0.0 0.012820512820512822 0.022727272727272728 0.08695652173913045
sparse 0.5687431394072449 0.09238803404109 0.5657480314960629 0.9 0.35 0.2108415114751565 0.09718716191849981 0.10817166372721929 0.2450980392156863 0.0 0.0 0.038461538461538464 0.11363636363636363 0.13043478260869565
vegetation 0.6053787047200878 0.2205793862288318 0.6134668828161184 0.95 0.55 0.3273703732323623 0.05418319509556437 0.06437389770723104 0.37254901960784315 0.2 0.0 0.19230769230769232 0.11363636363636363 0.06521739130434782
makes 0.4105800895043485 0.07120988699257418 0.4128442655075355 0.6692307692307693 0.13846153846153847 0.13809419079490945 0.052276068684290834 0.05265379339453413 0.16289592760180996 0.0 0.038461538461538464 0.021696252465483238 0.07342657342657341 0.06354515050167224
experience 0.4798755945847055 0.1218115132238746 0.4745590551181102 0.8466666666666667 0.38000000000000006 0.21431110424233057 0.09859358095924989 0.10353386896596774 0.27320261437908505 0.04 0.011111111111111112 0.1076923076923077 0.13636363636363635 0.12173913043478263
special 0.4896816684961581 0.10734978079601137 0.489251968503937 0.8400000000000001 0.35 0.1945985627076733 0.060998918139199415 0.08059964726631394 0.2490196078431373 0.04 0.03333333333333333 0.06923076923076923 0.07272727272727271 0.09130434782608697
colours 0.5638035126234907 0.14993982635605607 0.5749421028253819 1.0 0.5 0.24866702727764473 0.0425531914893617 0.10248873211836174 0.3137254901960785 0.0 0.08333333333333334 0.12820512820512822 0.06818181818181818 0.10869565217391305
help 0.3476125137211855 0.05255952892633027 0.34913154238073174 0.6649999999999999 0.13 0.11921412564716795 0.06902271907681212 0.06712718009014305 0.1607843137254902 0.05 0.016666666666666666 0.019230769230769232 0.08636363636363635 0.08478260869565218
too 0.3220678882040024 0.05244612475120514 0.32280703317062737 0.5942307692307692 0.11923076923076925 0.10841065664881444 0.045965214014258376 0.053143701291849435 0.1429110105580694 0.026923076923076928 0.025641025641025644 0.01972386587771203 0.06555944055944056 0.0677257525083612
intense 0.3323271130625686 0.1284707298203387 0.31882816118573415 0.6 0.35 0.16165674986477088 0.014965741074648396 0.025671173819321966 0.2058823529411765 0.0 0.0 0.10256410256410257 0.022727272727272728 0.02173913043478261
black 0.4670417124039517 0.08284191524112439 0.45269106067623893 0.73 0.17 0.1523452592535353 0.042589253516047594 0.060219478737997253 0.1784313725490196 0.02 0.016666666666666666 0.033333333333333326 0.059090909090909076 0.06086956521739133
startling 0.5762897914379803 0.2391472535029657 0.5806855025474756 1.0 0.8 0.3036086855729851 0.04688063469166967 0.0 0.37254901960784315 0.2 0.0 0.20512820512820515 0.045454545454545456 0.0
blue 0.44886571533113795 0.06206481561076249 0.4495599814729041 0.7333333333333332 0.03333333333333333 0.13010328928727818 0.08047842288736629 0.06342674243908811 0.1503267973856209 0.06666666666666667 0.0 0.008547008547008548 0.09090909090909091 0.07246376811594203
sea 0.3045798268081474 0.051185802840578054 0.3058103031238742 0.6 0.11111111111111112 0.1008336982372992 0.04353487999358897 0.048468221307727474 0.1416122004357299 0.0 0.037037037037037035 0.02279202279202279 0.0707070707070707 0.07246376811594205
sky 0.33033754116355657 0.05635906472964842 0.3502200092635479 0.6 0.1 0.12122324395332665 0.08131987017670393 0.023515579071134628 0.14215686274509803 0.05 0.0 0.019230769230769232 0.10227272727272727 0.04347826086956522
crimson 0.5891877058177827 0.18885927963551963 0.6120426123205187 1.0 0.6 0.2768719573448729 0.0 0.06525573192239859 0.33333333333333337 0.0 0.0 0.15384615384615385 0.0 0.04347826086956522
frigate-birds 0.6805708013172338 0.32605518782773146 0.6968596572487262 0.9 0.6 0.45831079514720663 0.0 0.0 0.411764705882353 0.0 0.0 0.3076923076923077 0.0 0.0
yellow 0.4415477497255763 0.09475199862460243 0.43562992125984246 0.825 0.35 0.17998995440846924 0.08280742877749729 0.0678522437781697 0.2450980392156863 0.2 0.04166666666666667 0.06410256410256411 0.125 0.06521739130434782
warblers 0.6292535675082328 0.2502363964583513 0.6188744789254284 1.0 0.7 0.3426319449810679 0.08258204111071041 0.0 0.3921568627450981 0.2 0.0 0.20512820512820515 0.13636363636363635 0.0
orange 0.5064489571899012 0.08138485343419583 0.5073876794812412 0.9 0.05 0.1483656595317209 0.03687342228633249 0.027532823829120125 0.18627450980392157 0.0 0.08333333333333334 0.012820512820512822 0.045454545454545456 0.04347826086956522
american 0.48353457738748634 0.11540731826126824 0.47729041222788315 0.8733333333333334 0.31333333333333335 0.18388068928212656 0.05248226950354609 0.0411000065321053 0.24313725490196075 0.04 0.011111111111111112 0.08034188034188035 0.07272727272727271 0.0463768115942029
oyster-catchers 0.5680570801317234 0.3284621335854896 0.5057989810097266 0.9 0.8 0.39046441542384674 0.11702127659574468 0.10895551636292378 0.4901960784313726 0.0 0.16666666666666669 0.38461538461538464 0.18181818181818182 0.1739130434782609
glistening 0.6199231613611417 0.1521963380039543 0.6314034275127373 1.0 0.5 0.2723900780465188 0.29462675802380095 0.17597491671565746 0.33333333333333337 0.0 0.0 0.1794871794871795 0.18181818181818182 0.1739130434782609
silver 0.5272228320526894 0.08104530215765496 0.5257433997220935 0.8399999999999999 0.24000000000000005 0.1814697473147361 0.09318427695636493 0.09606114050558495 0.2196078431372549 0.04 0.0 0.041025641025641026 0.12727272727272726 0.10434782608695653
dolphins 0.4832601536772777 0.12666552050202012 0.4709124594719777 0.9 0.5 0.2016845684259331 0.19166967183555714 0.09954928473446992 0.27450980392156865 0.0 0.0 0.12820512820512822 0.18181818181818182 0.13043478260869565
swooping 0.5713501646542262 0.08811140720364481 0.5805465493283928 1.0 0.2 0.1833706823274863 0.07915614857554994 0.11757789535567313 0.23529411764705882 0.0 0.0 0.05128205128205129 0.09090909090909091 0.08695652173913045
your 0.28418719127332603 0.043012738545517064 0.2849464451134784 0.55 0.0875 0.09486805501893208 0.04710602235845655 0.05268347050754458 0.13143382352941177 0.015625 0.026041666666666668 0.016025641025641028 0.0674715909090909 0.06793478260869566
ship 0.2989846322722283 0.05366199604573197 0.3123668364983789 0.65 0.25 0.11730159956726684 0.04832311575910566 0.08720360572212424 0.17647058823529413 0.0 0.08333333333333334 0.038461538461538464 0.06818181818181818 0.13043478260869565
dawn 0.4911269667032565 0.06551763660849881 0.48073182028717 0.7 0.19999999999999998 0.16734925173222062 0.11497776175021035 0.11522633744855966 0.1764705882352941 0.13333333333333333 0.0 0.017094017094017096 0.12121212121212123 0.10144927536231883
spent 0.43982280068997964 0.08102565362085692 0.4433070866141731 0.7928571428571428 0.21428571428571427 0.15758331769459194 0.07387563752511463 0.05906889504773102 0.2016806722689076 0.07142857142857142 0.03571428571428572 0.04212454212454213 0.08766233766233765 0.059006211180124224
eight 0.33408342480790343 0.04255136250322359 0.3331264474293654 0.6200000000000001 0.1 0.10790510779692453 0.09094843130183916 0.07963942778757593 0.14509803921568631 0.0 0.03333333333333333 0.015384615384615387 0.10909090909090907 0.10434782608695654
all 0.28989698556109095 0.03922017121535733 0.29160155731253457 0.5293706293706293 0.07832167832167833 0.09632149783606395 0.05034813725762157 0.06833495722384611 0.12368024132730018 0.02237762237762238 0.02564102564102565 0.009682625067240453 0.0712015257469803 0.08300395256916997
aboard 0.4584248079034029 0.08181466517665263 0.4079434923575729 0.65 0.45 0.19515493393091726 0.07293544897223224 0.11601019008426416 0.22549019607843138 0.1 0.0 0.025641025641025644 0.09090909090909091 0.13043478260869565
boat 0.39558177826564217 0.07320768503395512 0.38569360815192216 0.7625 0.1 0.12251757978517891 0.04404075009015507 0.02096805800509504 0.1715686274509804 0.0 0.0 0.022435897435897436 0.0625 0.03804347826086957
called 0.38049500810203335 0.06179669495237278 0.3816677852243258 0.7523809523809524 0.1619047619047619 0.13519967912982364 0.07508629127814125 0.07907580041618843 0.19327731092436973 0.03809523809523809 0.031746031746031744 0.037851037851037855 0.10606060606060604 0.10351966873706005
tropic 0.41465422612513725 0.08798246368090776 0.41435849930523383 0.7 0.4 0.1999845452437988 0.09971150378651279 0.19831471683323534 0.25490196078431376 0.0 0.0 0.10256410256410257 0.09090909090909091 0.2173913043478261
sun 0.4270032930845225 0.07480873377460673 0.4297707271885131 0.8 0.2 0.17498647708832393 0.05860079336458709 0.08446012149715854 0.22549019607843138 0.0 0.0 0.06410256410256411 0.09090909090909091 0.08695652173913045
visiting 0.5535812294182217 0.10799020029227199 0.5330650764242705 0.925 0.275 0.2036164129510857 0.06563288856833753 0.06133646874387615 0.25980392156862747 0.0 0.0 0.07051282051282053 0.09090909090909091 0.05434782608695653
parts 0.4529559353928179 0.0937849222040746 0.4511480182624231 0.8 0.22857142857142856 0.16134765474074647 0.03338313327494719 0.04109627390050671 0.20728291316526617 0.02857142857142857 0.023809523809523808 0.054945054945054944 0.051948051948051945 0.04968944099378882
islands 0.5001960169358632 0.08805614569390036 0.5076040494938132 0.9 0.32857142857142846 0.2012430039630411 0.12078203080727423 0.11721396377481032 0.2605042016806723 0.02857142857142857 0.0 0.054945054945054944 0.1623376623376623 0.12422360248447205
lived 0.452478960848884 0.08031748760709477 0.43520920179095257 0.7333333333333334 0.18333333333333335 0.15108312083043557 0.06019353287654767 0.0689463714155072 0.18627450980392157 0.03333333333333333 0.11111111111111112 0.03418803418803419 0.08333333333333331 0.08695652173913045
ate 0.24176728869374314 0.027894782085446577 0.24483557202408518 0.6 0.0 0.06807820106637817 0.0 0.045463452870860274 0.11764705882352941 0.0 0.0 0.0 0.0 0.08695652173913045
slept 0.5079582875960483 0.12378578182755953 0.50398332561371 1.0 0.3 0.1798933621822116 0.02975117201586729 0.0 0.25490196078431376 0.0 0.0 0.07692307692307693 0.045454545454545456 0.0
went 0.35160010132567765 0.056797968643580256 0.35559910214843043 0.6384615384615385 0.1307692307692308 0.1198694667514697 0.05541069100391135 0.06493917605028715 0.15535444947209656 0.06153846153846154 0.038461538461538464 0.02761341222879685 0.06993006993006992 0.08695652173913045
three 0.42613780292155706 0.08600532966560646 0.42502939395019057 0.7769230769230769 0.19615384615384618 0.1536678297361398 0.044238397736414324 0.04124270790937458 0.20060331825037708 0.0 0.019230769230769232 0.042406311637080876 0.06643356643356643 0.05518394648829431
times 0.37033479692645443 0.06919324335940857 0.36505442334414073 0.725 0.14500000000000002 0.12254076191948071 0.05542733501622791 0.036831275720164605 0.17549019607843136 0.02 0.03333333333333333 0.034615384615384624 0.0818181818181818 0.05434782608695653
day 0.2897457006952068 0.04620118054958594 0.288057099480212 0.5555555555555556 0.09722222222222224 0.09608565369325746 0.047842288736627006 0.04741219761795894 0.13126361655773422 0.016666666666666666 0.027777777777777783 0.014957264957264956 0.06565656565656565 0.06159420289855073
walk 0.39857299670691543 0.07213960285394996 0.39562760537285774 0.7 0.15999999999999998 0.12836720500734103 0.03945185719437433 0.023789927493631197 0.17254901960784316 0.08 0.03333333333333333 0.025641025641025644 0.05454545454545455 0.034782608695652174
trails 0.5553421148920601 0.10834121321527838 0.5676547784468118 0.9333333333333332 0.2666666666666667 0.20580583674625866 0.09424209640581802 0.04376510549350055 0.24836601307189543 0.06666666666666667 0.0 0.05128205128205128 0.1515151515151515 0.057971014492753624
snorkel 0.7357299670691548 0.19895985558325452 0.7250578971746178 1.0 0.5 0.2963449501584113 0.0 0.05251812659220067 0.3137254901960785 0.0 0.0 0.12820512820512822 0.0 0.04347826086956522
hardly 0.425456541263347 0.07688550596656846 0.4350498968377615 0.790909090909091 0.20909090909090908 0.15000948360039623 0.08091007441890961 0.07154436784066415 0.19964349376114082 0.0 0.030303030303030304 0.04662004662004662 0.11157024793388427 0.09486166007905139
luxurious 0.4957921697768021 0.09374194102982894 0.49637177705727964 0.9333333333333332 0.19999999999999998 0.18532828477964094 0.07975718235364827 0.09726304788033184 0.2483660130718955 0.06666666666666667 0.05555555555555556 0.06837606837606838 0.1212121212121212 0.11594202898550725
'd 0.2789576671598339 0.040779790625619025 0.28189278450168154 0.5260869565217391 0.07391304347826086 0.09730448893473054 0.050314366797848814 0.06870638754696724 0.12531969309462915 0.034782608695652174 0.021739130434782608 0.012263099219620958 0.07114624505928853 0.07561436672967863
certainly 0.5111791553527067 0.10789858252611671 0.504807293825114 0.9 0.31052631578947365 0.1966617726605363 0.08003871922865223 0.08691481790896995 0.259029927760578 0.0 0.03508771929824561 0.08232118758434548 0.11004784688995214 0.10983981693363845
centre 0.4643077661909989 0.08331094730508039 0.45816060676239 0.8125 0.24375 0.16444343559230354 0.08570366029570861 0.09037575935724083 0.2095588235294118 0.0375 0.052083333333333336 0.04967948717948718 0.11363636363636363 0.10326086956521739
gastronomic 0.6841383095499451 0.2519556434281785 0.6681102362204723 1.0 0.8 0.4304922339850089 0.1999639379733141 0.2729766803840878 0.47058823529411764 0.2 0.0 0.33333333333333337 0.2727272727272727 0.2173913043478261
excellence 0.3150384193194292 0.06318232614115017 0.32709587772116716 0.7 0.1 0.10748782937949154 0.12098809953119363 0.03801685283166764 0.17647058823529413 0.0 0.0 0.05128205128205129 0.09090909090909091 0.08695652173913045
but 0.189062014138909 0.025891683333484915 0.1903916773503091 0.3590443686006826 0.04812286689419795 0.060298076357572436 0.03152165752397878 0.04050886214961553 0.08177742086595732 0.022525597269624574 0.021615472127417525 0.008226131093025292 0.04421346571517219 0.0541623386259089
really 0.4580863519941456 0.08425313046219089 0.4578199783850547 0.8366666666666667 0.23666666666666666 0.16676197099657422 0.07613895900949633 0.06765954667189235 0.21830065359477124 0.07333333333333333 0.022222222222222223 0.04188034188034188 0.10757575757575756 0.08260869565217392
point 0.40754307259103717 0.07043306336172583 0.4097851259641138 0.7434782608695653 0.14782608695652172 0.13978155038082535 0.06549961586102009 0.05092486090875785 0.18158567774936063 0.06086956521739131 0.028985507246376812 0.02675585284280936 0.08695652173913042 0.06238185255198488
us 0.24152335650689108 0.03274634845740035 0.2433376791953293 0.43209876543209874 0.03580246913580247 0.07394623843636028 0.03413204044289511 0.040247445825863745 0.093439845073832 0.014814814814814814 0.014403292181069957 0.0037986704653371318 0.04938271604938271 0.04938271604938273
places 0.40131037321624596 0.0705750881114072 0.4030396016674386 0.7625 0.2125 0.14027123097133143 0.0680219978362784 0.06373701744072115 0.1936274509803922 0.075 0.04166666666666667 0.038461538461538464 0.10795454545454544 0.08695652173913045
wanted 0.41928022581151014 0.08657943535017376 0.4217799245682525 0.7785714285714287 0.20714285714285713 0.16026582180666102 0.053410437380866524 0.04995660815766635 0.21008403361344544 0.04285714285714286 0.0 0.05677655677655678 0.09090909090909088 0.06832298136645963
; 0.44988278851699565 0.10010534030162586 0.4477277055223531 0.771186440677966 0.276271186440678 0.17635317523205055 0.08041526340560001 0.06927463738512075 0.22133599202392823 0.03728813559322034 0.022598870056497175 0.07301173402868319 0.10708782742681047 0.08179808400884303
expert 0.5138126600804976 0.12490329235794724 0.5387679481241314 0.9 0.36666666666666664 0.21644386059809909 0.06965981488159634 0.08537461623881376 0.2614379084967321 0.0 0.0 0.08547008547008549 0.09090909090909091 0.10144927536231883
guide 0.44965849493840715 0.07611488390307267 0.45685245226699606 0.8 0.15555555555555556 0.15148236869896714 0.06935929799254717 0.06930563720687176 0.19389978213507628 0.02222222222222222 0.0 0.04273504273504274 0.10101010101010101 0.09178743961352658
led 0.2420874496889865 0.036498180463623596 0.24207966651227422 0.4333333333333333 0.06666666666666667 0.07614043221801511 0.01923308089914653 0.047292442354170745 0.0980392156862745 0.0 0.0 0.017094017094017096 0.0303030303030303 0.050724637681159424
explained 0.4918456954680885 0.09186304969851775 0.47543836432210673 0.8571428571428571 0.27142857142857135 0.17137116804839547 0.08209262789140179 0.07928109515411104 0.22408963585434175 0.02857142857142857 0.047619047619047616 0.058608058608058594 0.11688311688311687 0.08695652173913043
flora 0.2030735455543359 0.03180606894180349 0.20565076424270493 0.5 0.0 0.05718259794451743 0.0 0.0 0.09803921568627452 0.0 0.0 0.0 0.0 0.0
fauna 0.49917672886937436 0.10483108398521448 0.5128763316350162 0.8 0.2 0.17572057800788193 0.0869094843130184 0.04644326866549089 0.19607843137254904 0.0 0.0 0.05128205128205129 0.13636363636363635 0.04347826086956522
best 0.32917720612800083 0.048187502569526725 0.33305676943834706 0.6217391304347826 0.09565217391304348 0.10820345178620025 0.05494755326988506 0.06745392735730901 0.14492753623188406 0.043478260869565216 0.043478260869565216 0.016722408026755852 0.07707509881422922 0.08128544423440454
possibly 0.4065587266739847 0.07382016676695607 0.41116257526632694 0.825 0.15 0.14210648327022643 0.05413811756220699 0.06084656084656084 0.20098039215686275 0.0 0.04166666666666667 0.038461538461538464 0.06818181818181818 0.06521739130434782
an 0.20980004490569806 0.02741954705657104 0.21016148048338876 0.38863636363636367 0.03806818181818182 0.0643053965198699 0.03168028554568403 0.042689906115832045 0.08422459893048129 0.01477272727272727 0.011363636363636364 0.005244755244755245 0.043646694214876026 0.05237154150197629
inveterate 0.5680570801317234 0.23222728444941115 0.7036822603056969 1.0 0.8 0.6404450969785952 0.5459790840245222 0.6423672349598276 0.627450980392157 0.0 0.16666666666666669 0.4358974358974359 0.45454545454545453 0.47826086956521746
birdwatcher 0.6385839736553238 0.17261239577065246 0.6292728114867993 1.0 0.7 0.33629549493856736 0.2908402452217815 0.24240642759161277 0.3921568627450981 0.0 0.16666666666666669 0.15384615384615385 0.2727272727272727 0.2173913043478261
naturalist 0.5979692645444566 0.1843462563397232 0.5684113015284853 1.0 0.8 0.339000077273781 0.1738189686260368 0.2373113854595336 0.45098039215686275 0.2 0.0 0.23076923076923078 0.22727272727272727 0.2608695652173913
captivated 0.5507683863885839 0.15309894266311355 0.6103520148216767 1.0 0.7 0.3883780233366819 0.3077893977641543 0.3936899862825789 0.47058823529411764 0.0 0.0 0.20512820512820515 0.40909090909090906 0.391304347826087
what 0.3188712038053422 0.04839930943580045 0.32048027636251347 0.5716666666666667 0.10833333333333335 0.10735517605543107 0.04533597788195697 0.06547455744986609 0.1374183006535948 0.028333333333333332 0.036111111111111115 0.015384615384615384 0.06553030303030304 0.07862318840579711
simply 0.46385447702681515 0.07892264616669327 0.46726725335803615 0.8357142857142856 0.20714285714285713 0.16725909898771346 0.07600072124053371 0.09455222418185381 0.21148459383753507 0.02857142857142857 0.023809523809523808 0.03663003663003663 0.10389610389610389 0.09937888198757765
can 0.2825237084090623 0.042479492343009496 0.2851405477642199 0.5270491803278688 0.1 0.09612098287182307 0.04487505394524483 0.06227612815348091 0.12696882031501128 0.03278688524590164 0.035519125683060114 0.016813787305590584 0.06631892697466468 0.07483962936564505
being 0.38892296765028733 0.06564826566748079 0.3875174599714826 0.6784313725490196 0.13725490196078433 0.1289123639564782 0.046336168798568826 0.053524839290997606 0.16378316032295273 0.03137254901960784 0.026143790849673203 0.027149321266968333 0.06684491978609625 0.0699062233589088
taken 0.388901727425039 0.06799621765666639 0.3949074864094 0.7631578947368421 0.18947368421052632 0.14555126708665644 0.07584413612466073 0.07737450622440875 0.20123839009287928 0.06315789473684211 0.017543859649122806 0.0418353576248313 0.10047846889952153 0.09153318077803203
sense 0.4704677868783248 0.08114845697584458 0.4696280329212242 0.8538461538461537 0.19230769230769235 0.15917210059857462 0.08252656106965518 0.0729133692096655 0.2126696832579186 0.046153846153846156 0.038461538461538464 0.039447731755424056 0.1083916083916084 0.09698996655518397
wonder 0.43221734357848524 0.07847287887905098 0.42229620194534506 0.775 0.175 0.14571903253226182 0.0546565091958168 0.0781403096217911 0.1911764705882353 0.05 0.020833333333333336 0.04166666666666667 0.09090909090909091 0.09782608695652174
different 0.41789741542760206 0.08765619749458829 0.4140464861678386 0.7772727272727272 0.21363636363636362 0.15541162338164116 0.07704160246533129 0.05617907469759323 0.21033868092691624 0.045454545454545456 0.007575757575757576 0.058275058275058265 0.11776859504132231 0.0849802371541502
darwin 0.40470636663007686 0.06494455428522307 0.41714914312181556 0.775 0.25 0.16878525616258405 0.1397403534078615 0.1752400548696845 0.22058823529411767 0.1 0.08333333333333334 0.057692307692307696 0.20454545454545453 0.20652173913043478
's 0.4300152158146464 0.0860292187557564 0.4288075951345105 0.7866071428571428 0.2417410714285714 0.16430630912824137 0.07129816856421617 0.07777725287645923 0.21634278711484595 0.03660714285714286 0.03422619047619048 0.056146978021978024 0.09537337662337662 0.09054736024844723
visit 0.381494694474936 0.0722298633198659 0.3809888837424733 0.6916666666666667 0.18333333333333332 0.13680035030780727 0.07243959610530111 0.04796198314716833 0.1813725490196078 0.016666666666666666 0.02777777777777778 0.04059829059829059 0.08712121212121211 0.06521739130434781
1835 0.7521953896816687 0.15546290724662598 0.8057433997220935 0.8 0.5 0.34657290781237926 0.13541291020555354 0.10033313737017441 0.27450980392156865 0.2 0.16666666666666669 0.05128205128205129 0.13636363636363635 0.13043478260869565
hms 0.37870472008781564 0.05931402045903894 0.3876794812413154 0.6 0.3 0.16722046209721042 0.10421925712225026 0.0725063688026651 0.17647058823529413 0.0 0.0 0.0 0.13636363636363635 0.08695652173913045
beagle 0.5236004390779364 0.19612309808303965 0.5618341824918943 0.8 0.5 0.3206089173943281 0.1283808150018031 0.0 0.35294117647058826 0.4 0.0 0.20512820512820515 0.18181818181818182 0.0
lasted 0.495609220636663 0.12120691137281871 0.4850625289485873 1.0 0.5 0.23251680704736882 0.07699242697439597 0.1630413482265334 0.35294117647058826 0.0 0.33333333333333337 0.12820512820512822 0.09090909090909091 0.1739130434782609
five 0.3332361416026345 0.05278894094386659 0.3339190597498841 0.64375 0.11875 0.11230778146974733 0.03741435268662099 0.05426954732510288 0.15073529411764708 0.0375 0.010416666666666668 0.016025641025641028 0.056818181818181816 0.06521739130434782
longer 0.39438607495687633 0.07310483722415295 0.39357109773043064 0.7357142857142858 0.18571428571428572 0.139484694271805 0.0724460357529236 0.06363203717701073 0.1918767507002801 0.05714285714285714 0.03571428571428572 0.04212454212454213 0.0974025974025974 0.08385093167701863
he 0.1901789914648626 0.02648991170438777 0.19168303541889195 0.3616326530612245 0.03673469387755102 0.05937275768046188 0.029673896244397507 0.03471027446839994 0.07963185274109642 0.022040816326530613 0.01904761904761905 0.0056514913657770794 0.040630797773654914 0.044010647737355815
marvelled 0.4881997804610319 0.12967420269921776 0.47622356029025786 0.8333333333333333 0.4666666666666666 0.2212348350204776 0.13445125616059622 0.10163955842968186 0.28104575163398693 0.0 0.11111111111111112 0.12820512820512817 0.19696969696969693 0.14492753623188406
tortoises 0.4788693743139408 0.11471675406172097 0.4492357572950439 0.8 0.5 0.22200757283053862 0.16588532275513884 0.1620615324319028 0.27450980392156865 0.1 0.0 0.10256410256410257 0.18181818181818182 0.15217391304347827
tiny 0.2706239972979819 0.04511700798127343 0.2705027256208358 0.5 0.14615384615384613 0.10326749210915814 0.07638214652278842 0.06701940035273368 0.13574660633484165 0.015384615384615385 0.0 0.03155818540433925 0.09790209790209789 0.07692307692307693
finches 0.49734723746798387 0.10445858047508526 0.4997606916782461 0.8333333333333334 0.3 0.2004481879298354 0.0867291741795889 0.11790450062055001 0.25490196078431376 0.0 0.16666666666666669 0.09401709401709402 0.1515151515151515 0.15942028985507245
jolted 0.49012074643249176 0.09571907504513023 0.5797591477535895 1.0 0.5 0.2550034773201453 0.18824377930039668 0.16500097981579465 0.33333333333333337 0.0 0.0 0.12820512820512822 0.3181818181818181 0.2173913043478261
his 0.26051154062954285 0.03539848195139177 0.2619064131292014 0.4824324324324324 0.0777027027027027 0.0877078299224965 0.04513966725470512 0.06994825513344032 0.11473237943826178 0.02567567567567568 0.01801801801801802 0.014033264033264036 0.05988943488943489 0.08401880141010576
imagination 0.5308040614709112 0.14436301899767903 0.5109773043075497 0.95 0.525 0.223012131983618 0.10250631085467003 0.06853811483441113 0.29411764705882354 0.05 0.04166666666666667 0.12179487179487179 0.13636363636363635 0.09782608695652174
vividly 0.4835345773874863 0.12739620046419667 0.5737378415933302 0.9 0.5 0.2549262035391392 0.17976920302921023 0.14618851655888693 0.27450980392156865 0.0 0.16666666666666669 0.07692307692307693 0.22727272727272727 0.13043478260869565
still 0.4301675664777437 0.07861169052852808 0.4321129396640546 0.7816326530612245 0.20204081632653065 0.1547368039248773 0.06649764124907084 0.06929497254516151 0.1988795518207283 0.020408163265306124 0.03401360544217687 0.03924646781789639 0.08627087198515769 0.07630878438331855
honour 0.49190450054884743 0.06318232614115017 0.4940250115794349 0.85 0.3 0.19380264276331044 0.20338983050847456 0.1602978640015677 0.25490196078431376 0.4 0.0 0.06410256410256411 0.3181818181818181 0.1956521739130435
13 0.3213501646542261 0.03608269577924869 0.32779064381658174 0.55 0.05 0.10853102542307395 0.07392715470609448 0.11071918479325886 0.12745098039215688 0.2 0.0 0.0 0.13636363636363635 0.10869565217391305
species 0.4752626626940568 0.06842602939912318 0.4923191953946933 0.9 0.14285714285714285 0.16175610186892164 0.11933954973983822 0.11847372693933543 0.21288515406162464 0.11428571428571428 0.0 0.03663003663003663 0.14935064935064934 0.13043478260869565
( 0.47220836243887837 0.08713798129146706 0.4745463267626305 0.7613636363636365 0.24886363636363637 0.1839757009083182 0.08928220175064747 0.1006382163789571 0.21368092691622106 0.043181818181818175 0.0284090909090909 0.05332167832167832 0.11208677685950412 0.10573122529644272
group 0.4198682766190999 0.0717454985485588 0.4216499804040331 0.7307692307692307 0.16153846153846155 0.14605339023853822 0.05525812089100945 0.06310013717421126 0.18250377073906487 0.015384615384615385 0.012820512820512822 0.03155818540433925 0.08741258741258742 0.07692307692307693
managed 0.43953530918404693 0.06624831657067538 0.45070248571869687 0.8333333333333333 0.26666666666666666 0.16402647914895813 0.13072484673638654 0.13527990071199947 0.22222222222222224 0.06666666666666667 0.05555555555555556 0.03418803418803419 0.18181818181818182 0.1739130434782609
) 0.48937543658317534 0.11320264451442996 0.4929999095199999 0.7965909090909091 0.3170454545454545 0.21697248350907267 0.12685637478280826 0.10632114798781464 0.250445632798574 0.07045454545454545 0.04166666666666667 0.08566433566433566 0.15444214876033055 0.11166007905138339
fascination 0.3748627881448957 0.07908536061205193 0.36577119036591005 0.65 0.25 0.13951781160652194 0.07518932564010097 0.08259847148736037 0.18627450980392157 0.2 0.0 0.06410256410256411 0.09090909090909091 0.06521739130434782
